2 1 0 20 0.02 0 0.262799 -0.256749 0.262799 -0.256749 0 0 0 0 
2 1 0 19.998 0.02 0 0.26279 -0.256741 0.26279 -0.256741 5.17868e+19 0 24.4579 0 
2 1 0 19.996 0.02 0 0.262781 -0.256732 0.262781 -0.256732 5.17996e+19 0 24.4552 0 
2 1 0 19.992 0.02 0 0.262763 -0.256716 0.262763 -0.256716 5.18252e+19 0 24.4498 0 
2 1 0 19.984 0.02 0 0.262727 -0.256682 0.262727 -0.256682 5.18765e+19 0 24.4389 0 
2 1 0 19.968 0.02 0 0.262654 -0.256614 0.262654 -0.256614 5.19793e+19 0 24.4172 0 
2 1 0 19.936 0.02 0 0.262509 -0.256479 0.262509 -0.256479 5.21856e+19 0 24.3738 0 
2 1 0 19.886 0.02 0 0.262282 -0.256267 0.262282 -0.256267 5.251e+19 0 24.306 0 
2 1 0 19.836 0.02 0 0.262054 -0.256055 0.262054 -0.256055 5.28369e+19 0 24.2383 0 
2 1 0 19.786 0.02 0 0.261826 -0.255843 0.261826 -0.255843 5.31664e+19 0 24.1706 0 
2 1 0 19.736 0.02 0 0.261597 -0.255629 0.261597 -0.255629 5.34984e+19 0 24.103 0 
2 1 0 19.686 0.02 0 0.261367 -0.255415 0.261367 -0.255415 5.38329e+19 0 24.0355 0 
2 1 0 19.636 0.02 0 0.261137 -0.255201 0.261137 -0.255201 5.41701e+19 0 23.9681 0 
2 1 0 19.586 0.02 0 0.260906 -0.254986 0.260906 -0.254986 5.451e+19 0 23.9007 0 
2 1 0 19.536 0.02 0 0.260675 -0.254771 0.260675 -0.254771 5.48524e+19 0 23.8334 0 
2 1 0 19.486 0.02 0 0.260444 -0.254555 0.260444 -0.254555 5.51976e+19 0 23.7662 0 
2 1 0 19.436 0.02 0 0.260211 -0.254338 0.260211 -0.254338 5.55454e+19 0 23.6991 0 
2 1 0 19.386 0.02 0 0.259978 -0.254121 0.259978 -0.254121 5.5896e+19 0 23.632 0 
2 1 0 19.336 0.02 0 0.259745 -0.253904 0.259745 -0.253904 5.62493e+19 0 23.565 0 
2 1 0 19.286 0.02 0 0.259511 -0.253685 0.259511 -0.253685 5.66055e+19 0 23.4981 0 
2 1 0 19.236 0.02 0 0.259276 -0.253467 0.259276 -0.253467 5.69644e+19 0 23.4313 0 
2 1 0 19.186 0.02 0 0.259041 -0.253247 0.259041 -0.253247 5.73261e+19 0 23.3645 0 
2 1 0 19.136 0.02 0 0.258806 -0.253027 0.258806 -0.253027 5.76908e+19 0 23.2978 0 
2 1 0 19.086 0.02 0 0.258569 -0.252807 0.258569 -0.252807 5.80583e+19 0 23.2312 0 
2 1 0 19.036 0.02 0 0.258332 -0.252586 0.258332 -0.252586 5.84287e+19 0 23.1646 0 
2 1 0 18.986 0.02 0 0.258095 -0.252364 0.258095 -0.252364 5.88021e+19 0 23.0981 0 
